#Flocking_rules,1
100123305,1
100123345,1
1=January,1
20130208,1
20130311,1
20130409,1
20130507,1
20130605,1
20130703,1
20130801,1
<Strings>,1
APP_HEIGHT,2
APP_WIDTH,2
ASTEROID_MAX_SPEED,4
Abbruchkriterium,10
Abenteuer,2
Abenteurer,1
Abfeuern,1
Abgerufen,2
Abhängig,1
Abhängigkeit,1
Abhängigkeiten,2
Abkürzung,1
Abschließend,1
Abspielen,2
ActionEvent,9
ActionEvents,1
ActionListener,2
AddTwoIntegers,2
Addition,3
Additionen,1
Adressen,1
Adventure,1
AdventureKarel,1
AircraftCarrier,1
Aktienindex,1
Aktienkurse,6
Aktienkursen,1
Aktienkürzel,1
AlarmClock,1
Alarmuhr,1
Alarmzeit,1
Algorithmen,1
Alignment,1
Allerdings,24
Allgemeinen,3
Alphabetschrift,1
Alternativ,2
Alternativen,1
AnalogClock,1
Analysieren,2
Andernfalls,1
Anfangsbedingung,1
Anfangsbedingungen,1
Anfangsgeschwindigkeiten,1
Anforderung,1
Anforderungen,7
Anforderungsanalyse,2
Anführungsstrichen,1
Anführungszeichen,4
Angenommen,1
AngryCanon,1
Angsthase,1
AnimatedPacman,1
Animation,5
Animationen,6
Anmerkung,5
Annahmen,2
Ansatzes,2
Ansonsten,8
Anstelle,4
Antworten,8
Anweisung,11
Anweisungen,1
Anwendung,18
Anwendungen,2
Anwengung,1
Anzeigen,2
Apfelmännchen,1
Apostrophen,1
Applikation,1
Arbeiten,2
Arcadenspiele,1
Archäologen,1
Argument,1
AriadneKarel,1
ArithmeticException,1
ArrayIndexOutOfBoundsException,1
ArrayList,27
ArrayList<Article>,4
ArrayList<Cart>,2
ArrayList<Double>,1
ArrayList<GObject>,3
ArrayList<Question>,1
ArrayList<StockEntry>,2
ArrayList<String>,17
ArrayList<String>>,2
ArrayListen,1
ArrayLists,1
Assignments,1
Associate,1
Asterisk,1
Asteroid,1
AsteroidConstants,1
AsteroidCreator,2
Asteroiden,20
Asteroids,11
Attribute,10
Attributen,2
Attribution,1
AudioClip,4
Aufräumen,1
Aufträge,1
Aufwärmübung,1
Ausdruck,10
Ausdrucks,1
Ausdrücke,6
Ausdrücken,1
Auseinanderschneiden,1
Ausfallsicherheit,1
Ausführen,1
Ausgaben,3
Ausgabennummer,2
Ausgangbahnhof,1
Ausgangsbahnhof,3
Ausgangsbahnhöfe,1
Ausgangswort,3
Ausgefüllte,1
Ausnahme,1
Ausrufezeichen,1
Aussehen,1
Ausserdem,8
Austragungszeit,1
Auswahlmöglichkeiten,1
Auswertung,1
Autorennspiel,1
Außerdem,12
AverageTwoIntegers,2
BALL_DIAM,5
BALL_OFFSET,1
BALL_SIZE,2
BLOCK_SIZE,4
BOARD_SIZE,2
BRICK_SIZE,5
BULLET_SIZE,2
BULLET_SPEED,4
Backsteinen,2
Bahnhöfen,1
Baseline,1
BattleShip,2
Battleship,1
Bedingung,4
Bedingungen,7
Befindet,1
Beginnen,1
Beispiel,68
Beispielcode,1
Beispiele,21
Beispielen,6
Beiträge,1
Bekannte,1
Bekanntschaft,2
Beliebtheit,1
Benutzen,4
Benutzer,26
Benutzerin,5
Benutzername,2
Benutzernamen,4
Benutzeroberfläche,3
Benutzeroberflächen,2
Berechnung,4
Berechnungen,1
Berechtigung,1
Berufsakademie,1
Berührung,1
Beschreiben,5
Beschreibung,3
Beschreibungen,1
Beschriftungen,1
Besonderheit,1
Betrachten,9
Beträgen,1
Bevölkerung,2
Bewegung,2
Bewunderung,1
Beziehung,4
Bibliothek,5
Bidlschirm,1
BigMoney,1
Bildbearbeitungsprogramm,1
Bildmanipulation,1
Bildmanipulationen,2
Bildquelle,1
Bildschirm,10
Bildschirmrand,1
Bildschirms,3
Bildverarbeitung,2
Billiard,3
Billiards,1
BirdFlocking,1
Blackjack,3
BlueRect,3
Bogenschießen,2
Bolidiger,1
Bonbontüte,1
Boolesche,3
BorderLayout,4
BorderLayouts,1
Breakout,4
Breakout_,1
Breitengraden,1
Buchautor,1
Buchstabe,4
Buchstaben,22
Buchstabenspiel,1
BufferedDingens,1
BufferedReader,14
BuildIndex,1
BuilderKarel,1
Bundesstaat,1
Bundesstaaten,1
Bundesstaates,1
Bushnell,2
ButtonGroup,3
Buttongroup,1
CAR_SPEED,1
CELL_WIDTH,2
CITY_SIZE,2
Calculator,5
CamelCase,1
CarSymbol,1
CashRegister,1
Challenges,4
Chapters,1
Character,7
Checkbox,2
Checkboxes,6
ChessBoard,2
CityAtNight,2
Codefenster,1
Codeschnipsel,2
Codezeilen,1
Cohesion,1
ColorImage,1
Combobox,1
Comboboxes,2
Compiler,1
ComponentEvent,4
ComponentListener,3
Computer,24
Computern,1
Computers,5
Computerspiel,1
Computerspiele,1
Computerzeit,1
Computing,2
Confetti,4
ConnectTheClicks,1
ConnectTheClicks®,1
ConnectTwoMovingPoints,5
ConsoleProgram,31
ConsoleProgramm,2
ConsolePrograms,2
ConsolenProgram,1
Constructor,1
ConvertFeetToInches,2
Conways_Spiel_des_Lebens,1
CopyFile,1
Copyright,1
CountDown,3
CountUpperCase,1
Countdown,3
CounterWithWhile,1
CreateFileWithRandomNumbers,1
Creative,2
Croupier,1
DARK_GRAY,1
DASH_JUMP,2
DASH_SIZE,3
DASH_X_POS,1
DASH_Y_POS,1
Darstellungsteil,1
DateAndTime,1
Dateinamen,3
Datenbank,7
Datencontainer,2
Datenkapselung,1
Datenstruktur,2
Datenstrukturen,4
Datentyp,29
Datentype,1
Datentypen,6
Daumenregel,1
DayOfTheWeek,3
December,1
Definieren,2
Definition,2
Deklaration,6
Deklarieren,1
Dekrement,1
Destroyer,1
Deswegen,22
Desweiteren,1
Deutschen,1
Dezember,1
Diagonale,1
Diagramm,2
Dialogfenster,1
Dictionary,5
Digitaluhren,1
Disziplin,1
Division,10
Documentation,1
DonkeyKongKarel,1
Donkey_Kong_,1
DoubleBeeper,1
DoubleBeeperKarel,2
DoubleBeepersKarel,1
DrawingEditor,5
Druchmesser,1
DrunkenWalk,1
Duplizierung,1
Durchgangs,1
Durchmesser,3
Durchschnitt,3
EasterEggKarel,1
Education,1
Effektiv,2
Ehrenkodex,1
Eierkarton,1
Eigenschaft,2
Eigenschaften,5
Eigentlich,5
Eindimensionale,1
Eindruck,1
Einfachvererbung,1
Einfügen,1
Einführung,3
Eingaben,4
Einkaufswagen,1
Einlesen,1
Einsammel,1
Einschränkung,1
Einsichten,1
Eintrags,1
Einträge,5
Einzelnen,1
Einzelteile,2
Elemente,4
Elementen,2
Ellipsen,1
Elternklasse,7
Elternklassen,1
Empfehlungen,3
Endlosschleife,13
Endpunkte,1
Endungen,1
Engineering,5
Englisch,7
Englischen,6
Entscheidungen,1
Entschlüsseln,1
Entweder,1
Entwickler,2
Entwicklern,2
Entwicklungsumgebung,1
Enzyklopädie,4
Epilogue,1
Erdkugel,1
Ereignis,2
Ereignisse,2
Erfahrung,1
Ergebnis,6
Erinnern,6
Erklären,3
Erklärungen,1
Erkunden,1
Erkundung,1
Erkundungsspiel,1
Erweiterung,2
Erweiterungen,12
Erzeugung,1
Evaluation,1
ExamStatistics,1
Exception,7
Exceptions,5
Exisitiert,1
Exkulsiven,1
Expression,1
FIELD_SIZE,5
Factorial,2
Fahrenheit,4
Fahrplan,4
Fahrpläne,1
Fakultät,3
Fakultäten,3
Faltungsmatrix,2
Farbabstufungen,1
Farbarray,1
Farbbild,1
Farbpalette,2
Farbstift,1
FavoriteColor,2
February,1
Feedback,1
Fehlerbehandlung,2
Fehlermeldung,1
Fehlversuche,1
Feinheit,1
Fenstergröße,1
Fensterputzen,1
Fensterreihen,1
Fensters,3
Fernsehen,1
Festplatte,1
Festplatten,1
Fibonacci,4
FileInputStream,2
FileNotFoundException,2
FileOutputStream,2
FileReader,13
FileWriter,7
FileWriters,1
FillRowKarel,5
Filzbrett,7
Filzrechtecke,1
Filzsortiment,1
Filzteilchen,1
Filzteile,1
Filzteilen,3
FirstButton,3
FirstKarel,1
FlappyBall,1
FlippedImage,1
Flocking,1
Flocking_,1
FlowLayout,3
Flugzeug,3
FlyTunesStore,1
Folgenden,2
Fontgröße,1
ForceTutorial,2
Fortpflanzung,1
Fraktale,1
Framerate,1
Franconian,1
Frankfurt,1
Freizeit,2
Fränkischen,1
Fränkisches,1
Frühling,1
Frühstückstisch,1
Fundament,1
Funktion,4
Funktionalität,1
Funktionsfähigkeit,1
GAsteroid,4
GCompound,10
GFillable,11
GObjects,14
GPolygon,29
GPolygons,2
GResizable,1
GScalable,1
GSkyscraper,5
GSpaceShip,14
Galgenmännchen,3
GameLoop,22
GameOfLife,1
Ganzzahl,4
Ganzzahldivision,5
Ganzzahlen,9
Gedankenlesen,1
Gegensatz,1
Gegenstand,1
Gegenstände,2
Gegenstück,2
Gegenteil,2
Geheimnisse,1
Geheimsprache,1
Gehirnschmalz,1
Geldbetrag,1
Genauigkeit,2
Generation,1
Generator,1
Geometry,5
GeometryConstants,3
GeometryObstacle,3
GeometryRun,3
Gerichte,4
Gesamtproblem,1
Gesamtzahl,1
Geschafft,1
Geschichte,1
Geschossen,1
Geschwindigkeit,23
Geschwindigkeiten,4
Gespeichert,1
Gestalten,1
Gewonnen,1
Giordano,1
Giordano_Bruno,1
Gleichheit,3
Gleichung,1
Gleitkommazahl,1
Gleitkommazahlen,5
Glücklicherweise,1
Glücksspiel,1
Glückwunsch,2
GoodMorningKarel,3
Grafiken,2
Grafikkenntnisse,1
Grafikklasse,1
Grafikklassen,2
Grafikmodell,2
Grafikobjekte,2
Grafikobjekten,1
Grafikprogramm,1
Grafikprogramme,2
Grafikprogrammen,3
Grafikprogrammierung,1
Grafikprojekte,1
Grafikteil,1
Grafisch,1
Grafische,1
Graphics,4
GraphicsProgram,25
GraphicsProgramm,1
GraphicsProgramme,1
GraphicsPrograms,2
Graubild,2
Gravitationsgesetz,1
GrayImage,1
GrayImageXOR,1
Gretchen,1
GridLayout,6
Grobstruktur,2
Großbuchstabe,2
Großbuchstabem,1
Großbuchstaben,9
Großbuchstabenversion,1
Großeltern,2
Großelternklasse,2
Grundgerüst,1
Grundlage,2
Grundlagen,2
Grundpfeiler,1
Grundrechenarten,1
Guthaben,2
HEIGHT_OFFSET,1
Handling,2
Harmonie,1
HashMap<String,14
HashMaps,5
Hauptprogramm,1
Hausaufgabe,2
Hausaufgaben,3
Hausnummer,1
Haustier,1
HelloWorld,3
Helsinki,1
Hierarchie,3
Hilfreich,1
Hilfsklasse,1
Hindernis,1
Hintergrund,2
Hintergrundfarbe,3
Hintergrundraster,1
Hinweise,1
Hinzufügen,1
Histogram,2
Histogramm,2
Historical,1
Hochhaus,1
Hochhäuser,1
Hochschulbibliothek,3
Hochschule,5
Hochschulen,1
Horizont,1
Hyperraum,1
Hyperspace,1
Hänschen,1
Häufigkeit,1
Hübschere,1
IMMUTABLE,1
INFORMATION_MESSAGE,2
IODialog,1
IOException,1
Idealerweise,1
Identifizieren,1
ImageFilterMatrix,1
ImageFilterSimple,1
Immatrikulationsnummer,1
Immutability,3
Implementierung,1
Implementierungscode,1
Increment,2
Individuen,1
InfiniteLoopKarel,2
Informatik,1
Information,9
Informationen,3
Inhaltes,1
Initialisierung,1
Inkement,2
Inkrement,2
Insgesamt,2
InstanceVariables,1
Instanzarray,1
Instanzvariable,27
Instanzvariablen,37
Institute,1
Integer>,7
InteractiveMenuProgram,2
Interactor,1
Interaktor,1
Interaktoren,1
Interessant,8
Interessanterweise,4
Interface,16
Interfaces,12
International,1
Internet,2
Internetprogrammierung,1
Introduction,4
Invaders,1
Inzwischen,1
Iteration,3
Iterationen,2
JButtons,6
JCheckBox,7
JComboBox,5
JOptionPane,5
JRadioButton,7
JTextArea,5
JTextField,17
Jahrhunderts,1
Jahrzehnt,1
Journals,1
JumpAndRun,2
Kalorien,1
Kaninchen,4
Kantenerkennung,1
Kapiteln,3
Kapitels,4
Kassierer,2
Kenntnisse,1
KeyEvent,9
KeyEvents,5
KeyListener,11
Kilometer,1
Kindergarten,2
Kinderklassen,3
Klammern,15
Klassendeklaration,2
Klassenhierarchie,1
Klassennamen,1
Klassiker,4
Klassische,1
Klauseln,1
Klausuren,2
Klaviatur,1
Kleinbuchstaben,8
Kleinigkeit,1
Kleinschreibung,2
Klötzchen,2
Kollision,6
Kollisionen,12
Kombinationen,1
Kommando,12
Kommandos,15
Kommentar,3
Kommentare,9
Kommentaren,1
Kommunikation,1
Komponenten,4
Komposition,18
KonsolenFenster,1
Konsolenanwendung,1
Konsolenanwendungen,1
Konsolenfenster,5
Konsolenprogramm,6
Konsolenprogramme,4
Konsolenprogrammen,2
Konsolenteil,2
Konsonant,1
Konsonanten,2
Konsonantenschrift,1
Konsonantenschriften,1
Konsonantenschwächung“,1
Konstante,3
Konstanten,20
Konstrukt,1
Konstrukter,1
Konstruktor,19
Konstruktors,1
Konstuktor,6
Kontrolle,2
Konvention,1
Konventionen,1
Konversation,1
Konvertierung,2
Konzepte,1
Koordinate,4
Koordinaten,3
Koordination,1
Kopplung,1
Krankenhaus,1
Kreditsumme,1
Kreidefelsen,1
Kreiszahl,1
Kriterium,1
Kuchendiagram,1
Kuchendiagramme,1
Kunstwerk,1
Kunstwerke,3
Kunstwerken,1
Kurzform,1
LABEL_COLORS,1
LANE_LENGTH,2
Languages,2
Latitude,1
Latitude_and_longitude_of_cities,1
Laufschrift,1
Laufzeit,1
LayoutManager,1
LeapYear,2
Lebensmonat,1
Lebensunterhalt,1
Leertaste,7
Leerzeichen,3
Leerzeichens,1
Lehrzeichen,2
Leistungspunkte,3
Lieblingbuchstabe,1
Lieblingbuchstaben,1
Lieblingsauto,2
Lieblingsessen,1
Lieblingssatzzeichen,1
Lifetime,1
List<Double>,1
List<String>,6
List<String>>,1
Lizenzgeber,1
LocalVariables,3
LumberjackKarel,1
MAX_SIZE,1
Macintosh,1
Manchmal,10
Mandelbrot,5
Manipulation,1
Map<String,3
Markieren,2
MarsLander,6
MarsLander2,1
MarsLanders,1
Marsoberfläche,1
Maschine,3
Material,5
Mathematiker,3
Matheunterricht,1
Matrikelnummer,2
Matrixmultiplikation,1
Matrizen,1
Mauerstein,2
Mauersteinen,1
Mausbewegung,1
Mausklick,1
Mausklicks,1
Maustaste,4
Maustasten,2
Mechanik,1
MediaEngineering,1
Meetings,1
Mehrdimensionale,1
Mehrfachvererbung,3
Mehrzeilentext,1
Meistens,1
Melodien,1
Menschen,6
Menupunkten,1
Mercedes,4
Merkmale,1
Methoden,95
Methodendeklaration,1
Methodologies,3
Methodology,5
Microsoft,1
Millionen,1
Millisekunden,5
MindReader,3
MindReaderPredictor,4
Mindestens,2
MineSweeper,1
MinesClone,7
MinesConstant,5
MinesHelper,3
Minesweeper,2
Mischlingwerkes,1
Mischung,1
Mittelpunkt,1
Mittelstreifen,1
Mittelteil,1
Mitternacht,2
Momentan,2
Monatsnamen,1
MonthName,2
MorgenMilch,1
MouseEvent,14
MouseEvents,3
MouseListener,6
MouseTracker,1
Multimediaapplikationen,1
MultipleChoice,1
Multiplechoice,1
Multiplikation,1
Multiplizieren,1
Musikprogramm,1
Möglichkeit,5
Möglichkeiten,3
Münzwurf,1
NR_OF_LANES,1
NR_OF_OBSTACLES,1
NUMBER_OF_MINES,1
Nachbarn,9
Nachricht,5
Nachrichten,5
Nachteil,2
Nachteile,1
Nachwuchs,1
Namensliste,2
Namensnennung,1
Natürlich,17
Navigations,1
Nebenbei,1
Neumanns,1
Nishikado,2
Normalerweise,2
Notenverteilung,1
November,1
NullPointerException,1
NumberFormatException,1
NumberGuess,2
NumberGuessConsole,4
NumberGuessLogic,6
NumberGuessLogicImpl,3
Nuremberg,4
Nächstes,1
Nürnberg,4
Nützliches,1
OBSTACLES_SIZE,2
OBSTACLES_SPEED,1
OKCancel,1
ObjectInputStream,3
ObjectOutputStream,4
Objekten,6
Objektes,1
Objektorientierte,1
Objektorientierung,7
Offensichtlich,2
OlympicGames,1
Olympic_symbols,1
Operanden,2
Operation,1
Operationen,3
Operator,17
Operatoren,11
Operators,2
Operatorvorrangsregeln,1
Optionen,1
Orientierte,5
Orientierung,3
Original,8
Ostereier,2
PADDLE_SEPARATION,1
PADDLE_VY,1
PIXEL_PER_FIELD,2
PIXEL_PER_TILE,3
Palindrom,2
Palindrome,3
Parameter,19
Parametern,1
Paremeter,1
PartyKarel,1
Paschitnow,1
PasswordCreator,1
Passwort,3
PatrolBoat,2
Pausieren,1
Permission,1
Personen,1
Pfeiltaste,6
Pfeiltasten,1
Philosophie,1
PhoneBook,3
Phönizier,1
PianoConsole,1
PieChart,1
PigLatin,1
Planeten,5
Platform,3
Platform_game,1
Politiker,1
Polygone,2
Polymorphie,2
Polymorphism,2
Polymorphismus,3
Population,2
Posiiton,1
Position,41
Positionen,2
Positionierung,1
PostCondition,1
Postdoctoral,1
PreCondition,1
Predictor,2
Predictors,1
Previous,1
Prinzipiell,1
Prinzipien,5
Priorität,1
Problemchen,1
Probleme,7
Problemen,2
Problems,2
Professor,5
Programm,82
Programmcode,1
Programme,12
Programmen,3
Programmes,1
Programmieren,8
Programmierer,1
Programmierfehler,1
Programmierkenntnisse,1
Programmierproblemen,1
Programmierschritte,2
Programmierung,4
Programming,12
Programms,7
Programmstruktur,1
Projekte,15
Projekten,6
Projektmanagement,1
Protokoll,2
Prozentzeichen,1
Psychotherapeuten,1
Punctuation,1
Punktzahl,2
PyramidKarel,2
Pyramide,1
Pyramiden,1
Quadratzahlen,1
QuantQuote,2
Quellcode,2
Question,6
RAINBOW_COLORS,2
RAINBOW_NR_OF_COLORS,1
RGBColor,1
Radiobuttons,7
Randdicke,1
RandomCircles,1
RandomGenerator,25
RandomSquares,1
RandomText,1
Raumschiff,20
Raumschiffs,1
ReadFromFile,2
ReadOneChar,2
Rechenmaschine,1
Rechners,1
Rechteangaben,1
Rechteck,20
Rechtecke,11
Rechtecken,3
Rechtecks,1
Rechtsverschiebungs,1
Reduzierung,1
Referenz,3
Referenzen,16
Reflektieren,1
Reflektion,1
Regenbogen,1
Regionen,5
Reguläre,4
Reichweite,1
Reihenfolge,5
Rekursion,4
Remainder,3
Requirements,1
Research,1
Resizing,1
Restwert,14
Restwertoperator,1
Resultat,11
Resultate,1
Rhythmus,1
Richtlinien,2
Richtung,9
Richtungen,1
RobinHoodKarel,2
Rotwerte,1
Rückgabewert,21
Rückgabewerte,2
Rüstzeug,1
SHIP_SIZES,2
SP500_HistoricalStockDataMonthly,3
SPACE_SHIP_SIZE,19
SUN_MASS,3
SUN_SPEED,1
Samantha,2
SansSerif,4
Saturday,4
Satzstruktur,1
Satzzeichen,9
Schachbrett,1
Schachbrettmuster,1
Schachspiel,1
Schachtel,18
Schachteln,4
Schaltjahr,4
Schatztruhe,1
Schauspiel,1
Schauspieler,1
Scheifen,1
Schiffchen,1
Schiffe_versenken,1
Schiffen,1
Schiffsart,1
Schlangenlinien,1
Schlechtes,1
Schleife,39
Schleifen,6
Schließlich,5
Schlußwort,1
Schläger,7
Schlägers,1
Schlüssel,5
Schlüsselwort,1
Schnittstelle,4
Schnittstellen,1
Schreibarbeit,1
Schreibberechtigung,1
Schreiben,19
Schriften,1
Schriftstellers,1
Schriftsysteme,1
Schritte,12
Schritten,1
Schulter,1
Schwarmverhalten,2
Schweinen,1
Schwerefeld,1
Schwerkraft,4
Sechseck,1
Sechsecke,1
Sedgewick,5
Segmentanzeige,2
Segmente,1
Seitenanzahl,1
Sekunden,19
Selbstverteidigung,1
Semester,5
Semesters,1
Sensoren,8
Sentinel,3
Separation,1
September,1
SevenSegmentDisplay,9
SevenSegmentDisplayProgram,1
Sichtbarkeit,3
Siebensegmentanzeige,6
Siebensegmentanzeigen,1
SimpleCraps,1
Simulation,4
Simulationen,1
Simulator,1
Sinus_und_Kosinus,1
Skizzieren,1
Skyscraper,5
Skyscrapers,1
Software,7
Softwareentwicklung,1
Softwaretechnik,1
Sonderzeichen,3
Sooriamurthi,1
Sortieren,1
SpaceShip,2
Sparkassenformel,1
SpeedRace,1
Speichern,5
Spielbanken,1
Spieleklassiker,1
Spielerauswahl,1
Spielern,1
Spielers,3
Spieletyp,1
Spielfeld,15
Spielfeldes,1
Spielfelds,3
Spielprinzip,1
Spielstand,1
Spielstandes,1
Sprachen,7
Sprachen&oldid=147087583,1
Sprache“,1
Sprachform,1
Sprachtypologie,1
Spätestens,1
StackTrace,2
Standard,2
Stanford,9
StarWars,1
StateLookup,1
SteepleChaserKarel,1
Steganographie,3
Steinbreite,1
Steinform,1
Steinformen,2
Sternchen,2
Sternenhimmel,1
Steuerung,1
Stichwortverzeichnis,1
Stichwörtern,1
StockCanvas,8
StockCharter,2
StockDataBase,3
StockEntry,11
StockEntry>,2
Stockwerken,1
StopWatch,1
Stoppuhr,2
Stoppwort,2
Stoppwörtern,1
Strichen,2
Strichpunkte,2
StringTokenizer,23
Structures,1
Studenten,5
Studiengang,1
Studiengängen,1
Studierende,6
Studierenden,4
Stundenrhythmus,1
Stützpfeiler,3
Submarine,1
Substantive,4
Subtraktion,1
Sumpfplaneten,1
SuperKarel,6
Superklasse,3
Systemmethode,1
Tabellen,1
Taj_Mahal_,2
Taschenrechner,3
Tastatur,7
Tastatureingaben,1
Tastaturereignisse,1
Tastaturereignissen,1
Tastenereignisse,2
Tausendern,1
Technischen,1
Teilproblem,1
Teilprobleme,1
Teilprojekte,1
Teilstring,2
Telefonbuch,1
Telefonbücher,1
Telefonnummer,2
Telefonnummern,1
Telemarketing,2
Temperatur,1
Temperature,1
Testkandidaten,1
Testzweck,1
TextArea,1
Textdatei,2
Textdateien,2
Textdaten,1
Texteditor,1
Textfeld,1
Textfields,2
Textverarbeitung,1
Theoretical,1
TicTacToe,4
TicTacToeLogic,1
Tischtennis,1
TomSawyer,1
Tomatoes,1
Tomohiro,2
Tomohiro_Nishikado#Speed_Race,1
Toppings,3
Tornados,1
Touchdown,1
TrafficLight,2
Trennzeichen,2
Trotzdem,1
TruthTables*,1
TulipKarel,1
Tulpenpflanzen,1
Tulpenzwiebeln,1
Tunwörter,1
Tutorial,4
TwinkleTwinkle,2
Typologie,1
Typumwandlung,2
Uhrzeigersinn,1
Uhrzeiten,1
Ulysses_,1
Umgebung,3
Umgekehrt,4
Umkreisung,1
Umlauten,1
Umschalten,1
Umsetzung,1
Umständen,5
Umwandlung,1
Unabhängig,1
Unentschieden,1
Ungleichung,1
Universal,3
University,9
Universität,1
Universum,1
Unterklassen,1
Unterschied,19
Unterschiede,1
Unterstrich,1
Unveränderlichkeit,1
Ursprungsbildes,1
Ursprünglich,3
Variable,22
Variablem,1
Variablen,54
Variante,1
Varianten,1
Variationen,1
VariationenZumThema,1
Variations,1
Veranstaltung,2
Verantwortung,1
Verbesserung,1
Verbindung,3
Verbindungen,1
Vereinfachungen,3
Vererbung,19
Verfahren,1
Verfahrens,1
Verfügung,1
Vergessenheit,1
Vergleiche,2
Vergleichen,3
Verhalten,2
Verlassen,2
Vermeide,1
Verschlüsselung,1
Verschlüsselungsprogramm,1
Verständigung,2
Verständnis,1
Versuche,2
Versuchen,1
Verteilung,1
Vertices,2
Vertiefung,1
Verursacher,1
Verwendet,1
Verwendung,3
Verwirrung,1
Verwirrungen,1
Videospiele,1
Vielgestaltigkeit,1
Visualization,1
Vocabulary,1
VocabularyTrainer,2
VocabularyTrainerSwing,1
Vokabeln,3
Vollversion,1
Vorarbeit,1
Vorarbeiten,1
Vorfahren,1
Vorgefertigte,1
Vorgehensweise,1
Vorhersage,6
Vorhersagen,1
Vorlesung,11
Vornamen,1
Vorrangsregeln,2
Vorschein,1
Vorsicht,1
Vorteile,1
Vorzeichen,1
Wahlmöglichkeiten,1
Wahrheitstabellen,6
WallKarel,2
Warenkorb,21
Warenkörbe,4
Webseite,1
Wegstrecke,2
Weitergabe,1
Weizenbaum,1
Weltkarte,1
Wesentliche,1
Wiedersehen,1
Wiederverwendung,3
Wikipedia,16
WindowCleaningKarel,5
Wirklich,2
Wirtschaft,1
Wolkenkratzer,6
WordCount,2
WordGuess,2
WordTwist,2
WorldMap,1
Wortpaar,1
Wrappers,1
WritingKarel,1
Wundermethode,1
Wörterbuch,6
Wörterbücher,2
Würfelspiel,1
YardstickKarel,1
YearlyRate,1
YodaTalk,1
Yodische,1
Zahlenwerte,1
Zauberzahl,1
Zauberzahlen,3
Zeichenketten,2
Zeichenprogramm,1
Zeichens,1
Zeichnen,6
Zeilennummer,1
Zielbahnhof,2
Zielbahnhöfe,2
Zieldatei,1
Zielscheibe,1
Zinssatz,1
Zufallsfarben,2
Zufallsnamen,1
Zufallssatz,1
Zufallssätze,1
Zufallstext,2
Zufallszahl,8
Zufallszahlen,6
Zugehörigkeit,1
Zunächst,10
Zusammengefasst,1
Zusammenhang,1
Zuschauen,1
Zustände,1
Zuständen,2
Zusätzlich,10
Zuweisung,11
Zwillingsbrüder,1
Zwischenschritte,1
Zwischenzeit,1
Zählercode,1
\t\n\r\f,1
abbekommen,1
abbezahlt,1
abbilden,1
abbremsen,1
abcdefghijklmnopqrstuvwxyz,1
abfeuern,3
abgefangen,1
abgefeuert,1
abgehackt,1
abgeschlossenen,1
abgeschnitten,1
abgestimmtes,1
abhängen,1
abhängig,3
abschießt,1
abschrecken,1
absoluter,2
abspielen,2
abstrakter,1
abstreitet,1
abstürzt,1
abwechselnd,2
actionPerformed,16
addActionListener,1
addActionListeners,4
addArticleToCart,1
addComponentListener,1
addEntry,3
addKeyListener,1
addKeyListeners,3
addMouseListeners,7
addNewGuess,1
addThirteen,3
addVertex,13
addWindow,1
addWordToHashMap,1
addieren,5
akribisch,1
aktuelle,2
akzeptiert,1
alarmStarted,3
alarmTime,2
algorithms,2
allerdings,22
allgemein,1
allgemeine,1
alphabetisch,1
amercaay,1
analysieren,2
analysiert,1
analyzeForPunctuation,1
ananlysierende,1
anbringen,1
anderfalls,3
andernfalls,2
anderweitig,1
aneinanderfügen,1
anfangen,6
anfertigen,1
angeboten,1
angedeutet,1
angefangen,2
angegeben,1
angehängt,2
angekommen,2
angelegt,4
angemessene,1
angemessenen,1
angenommen,1
angesehen,1
angesprochen,1
angewandte,1
angewöhnen,1
angezeigt,5
angrenzenden,2
anhängen,4
animieren,3
animiert,3
ankommenden,1
anmelden,1
annehmen,3
anschauen,2
anscheinend,1
ansonsten,4
anspruchsvoll,1
anspruchvolles,1
anstehen,1
anstelle,16
anstellen,1
answersPnl,4
antesten,1
anwenden,2
anzeigen,4
anzugeben,2
anzugewöhnen,1
anzulegen,1
anzunehmen,1
anzuschauen,1
anzusehen,1
anzuzeigen,3
apluhomex,1
application,1
applyFilterToPixel,1
arbeiten,12
arbeitet,6
arbeitete,1
arrangieren,1
arrayFlipped,3
articles,4
artikelAuflisten,2
artikelInWarenkorbLegen,1
assoziative,1
assoziiert,1
asteroids,2
attraction,1
audioClip,5
aufbauen,2
aufdeckt,1
